epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,715.363,0.65125,0.53432,0.94836,0.96419,0.90427,0.95264,0.79758,0.58676,0.50554,0.8641,0.00071504,0.00071504,0.00071504
38,733.002,0.59779,0.51028,0.9304,0.92853,0.9139,0.95209,0.79744,0.5979,0.47175,0.87695,0.000704041,0.000704041,0.000704041
39,752.267,0.611,0.51485,0.92422,0.96925,0.89109,0.9452,0.80546,0.57085,0.46864,0.8648,0.000693042,0.000693042,0.000693042
40,771.555,0.61669,0.51529,0.91366,0.94997,0.93691,0.9533,0.81976,0.56435,0.46186,0.86918,0.000682043,0.000682043,0.000682043
41,788.879,0.61007,0.51257,0.92318,0.95881,0.92724,0.9531,0.80684,0.58251,0.46913,0.86667,0.000671044,0.000671044,0.000671044
42,809.869,0.61846,0.50676,0.93528,0.95273,0.90994,0.95625,0.81383,0.56349,0.46506,0.86299,0.000660045,0.000660045,0.000660045
43,829.263,0.61294,0.50053,0.92284,0.90112,0.94544,0.96019,0.80399,0.59184,0.4768,0.87734,0.000649046,0.000649046,0.000649046
44,847.515,0.60755,0.49396,0.92563,0.94263,0.95516,0.9642,0.7949,0.58273,0.44963,0.84689,0.000638047,0.000638047,0.000638047
45,867.076,0.59941,0.48065,0.9139,0.97066,0.9248,0.96913,0.8298,0.55686,0.42932,0.85423,0.000627048,0.000627048,0.000627048
46,887.902,0.60248,0.4879,0.9223,0.95449,0.94707,0.96534,0.8197,0.53795,0.4196,0.85661,0.000616049,0.000616049,0.000616049
47,906.55,0.58177,0.48765,0.91714,0.95597,0.94724,0.95997,0.82649,0.54372,0.41445,0.85206,0.000605051,0.000605051,0.000605051
48,926.57,0.57193,0.46368,0.90086,0.93049,0.92969,0.95884,0.8189,0.52347,0.433,0.85498,0.000594052,0.000594052,0.000594052
49,943.912,0.55781,0.45606,0.90755,0.95422,0.93251,0.96003,0.83027,0.51485,0.40824,0.8575,0.000583053,0.000583053,0.000583053
50,965.965,0.56549,0.46391,0.90372,0.95829,0.92421,0.96134,0.82691,0.52479,0.41584,0.85923,0.000572054,0.000572054,0.000572054
51,983.323,0.58243,0.47085,0.91888,0.95604,0.92585,0.95963,0.83267,0.52119,0.4266,0.84966,0.000561055,0.000561055,0.000561055
52,1003.09,0.55248,0.45222,0.90032,0.94248,0.94086,0.94694,0.82024,0.51362,0.42129,0.85606,0.000550056,0.000550056,0.000550056
53,1021.77,0.55059,0.44604,0.91217,0.97743,0.9315,0.96788,0.84302,0.51072,0.39194,0.84573,0.000539057,0.000539057,0.000539057
54,1042.33,0.5818,0.4697,0.90662,0.93949,0.95033,0.95635,0.82873,0.51064,0.42405,0.85193,0.000528058,0.000528058,0.000528058
55,1063.14,0.58338,0.46555,0.90788,0.94645,0.93592,0.95866,0.82995,0.5193,0.43248,0.84549,0.000517059,0.000517059,0.000517059
56,1081.7,0.58548,0.46498,0.90967,0.94948,0.93802,0.9585,0.83682,0.50512,0.40655,0.84406,0.00050606,0.00050606,0.00050606
57,1101.15,0.55077,0.44382,0.9075,0.95421,0.94545,0.96003,0.81763,0.53041,0.42082,0.85829,0.000495062,0.000495062,0.000495062
58,1118.81,0.55174,0.44109,0.89319,0.95508,0.9553,0.96884,0.82798,0.51642,0.3982,0.85356,0.000484063,0.000484063,0.000484063
59,1140.21,0.53186,0.42077,0.90737,0.91645,0.95848,0.96604,0.84028,0.50081,0.37761,0.84677,0.000473064,0.000473064,0.000473064
60,1163.85,0.52838,0.41982,0.89389,0.96187,0.93684,0.96691,0.83374,0.51456,0.39489,0.84478,0.000462065,0.000462065,0.000462065
61,1184.35,0.53448,0.43146,0.91004,0.96303,0.92969,0.96194,0.8307,0.50828,0.40996,0.84885,0.000451066,0.000451066,0.000451066
62,1203.31,0.52577,0.41491,0.90276,0.95016,0.93851,0.96671,0.84397,0.4807,0.38559,0.8416,0.000440067,0.000440067,0.000440067
63,1225.23,0.53159,0.41909,0.88572,0.95729,0.93955,0.96851,0.83821,0.5136,0.38954,0.85287,0.000429068,0.000429068,0.000429068
64,1244.98,0.53142,0.4131,0.90307,0.95498,0.93324,0.96365,0.83717,0.51387,0.38372,0.85346,0.000418069,0.000418069,0.000418069
65,1264.1,0.50269,0.39517,0.88267,0.94702,0.943,0.96796,0.83929,0.50064,0.37708,0.84349,0.00040707,0.00040707,0.00040707
66,1283.05,0.53112,0.41126,0.90411,0.96958,0.94492,0.96903,0.84347,0.49514,0.36801,0.84441,0.000396071,0.000396071,0.000396071
67,1303.4,0.50994,0.39563,0.88585,0.97097,0.9452,0.97545,0.84935,0.49365,0.37768,0.83554,0.000385073,0.000385073,0.000385073
68,1323.82,0.51709,0.3878,0.88628,0.96526,0.93658,0.96346,0.83119,0.50401,0.38829,0.84571,0.000374074,0.000374074,0.000374074
69,1343.2,0.50873,0.39369,0.89386,0.96997,0.94829,0.96869,0.84755,0.48782,0.36684,0.83691,0.000363075,0.000363075,0.000363075
70,1362.72,0.49355,0.38492,0.87405,0.95512,0.93113,0.9522,0.8262,0.49178,0.41617,0.84397,0.000352076,0.000352076,0.000352076
71,1381.59,0.51904,0.39147,0.89273,0.97095,0.93361,0.9724,0.8559,0.48528,0.37463,0.83488,0.000341077,0.000341077,0.000341077
72,1401.52,0.50635,0.39879,0.89013,0.97569,0.93755,0.96724,0.85308,0.48155,0.35993,0.84672,0.000330078,0.000330078,0.000330078
73,1421.35,0.50557,0.38333,0.89225,0.94794,0.9374,0.96682,0.84796,0.48332,0.3729,0.84345,0.000319079,0.000319079,0.000319079
74,1440.76,0.52885,0.39415,0.88903,0.93966,0.94936,0.97134,0.8516,0.50395,0.36957,0.83639,0.00030808,0.00030808,0.00030808
75,1460.19,0.49859,0.38597,0.89583,0.96194,0.9377,0.96836,0.86051,0.49162,0.36038,0.83812,0.000297081,0.000297081,0.000297081
76,1479.94,0.50791,0.39479,0.89645,0.95998,0.95125,0.96718,0.848,0.4849,0.35962,0.83741,0.000286083,0.000286083,0.000286083
77,1501.41,0.49004,0.37459,0.88274,0.97692,0.93529,0.97241,0.86159,0.48758,0.35419,0.83568,0.000275084,0.000275084,0.000275084
78,1523.86,0.47462,0.36354,0.86926,0.96083,0.93663,0.9689,0.83998,0.49554,0.37115,0.84044,0.000264085,0.000264085,0.000264085
79,1544.7,0.4619,0.35854,0.863,0.97968,0.93276,0.97043,0.85565,0.46747,0.34937,0.84269,0.000253086,0.000253086,0.000253086
80,1563.87,0.47974,0.36868,0.8712,0.96084,0.93498,0.9668,0.85477,0.48007,0.36738,0.84051,0.000242087,0.000242087,0.000242087
81,1585.3,0.48341,0.37682,0.87767,0.9702,0.93928,0.96736,0.8512,0.47633,0.3481,0.83987,0.000231088,0.000231088,0.000231088
82,1607.83,0.47765,0.36965,0.87316,0.96945,0.92833,0.9668,0.8509,0.48188,0.34875,0.8475,0.000220089,0.000220089,0.000220089
83,1626.21,0.48997,0.38056,0.89689,0.95409,0.92956,0.96226,0.85062,0.47127,0.35873,0.83747,0.00020909,0.00020909,0.00020909
84,1645.41,0.4754,0.36222,0.87641,0.94027,0.95817,0.96596,0.85288,0.45334,0.3394,0.83087,0.000198091,0.000198091,0.000198091
85,1665.13,0.47471,0.35457,0.88514,0.95923,0.96625,0.97248,0.86643,0.45373,0.32268,0.83641,0.000187092,0.000187092,0.000187092
86,1683.79,0.46585,0.36108,0.87629,0.95741,0.96108,0.97107,0.87201,0.45349,0.3235,0.839,0.000176094,0.000176094,0.000176094
87,1703.87,0.44909,0.35065,0.87417,0.95324,0.96447,0.96822,0.86285,0.45392,0.33075,0.83993,0.000165095,0.000165095,0.000165095
88,1722.99,0.46346,0.35403,0.87807,0.96057,0.95203,0.96739,0.86574,0.45325,0.32932,0.83902,0.000154096,0.000154096,0.000154096
89,1743.66,0.4459,0.33994,0.87786,0.95757,0.95827,0.96684,0.86709,0.44293,0.32903,0.8348,0.000143097,0.000143097,0.000143097
90,1762.46,0.44289,0.33742,0.86452,0.95657,0.95402,0.96766,0.86079,0.45251,0.33176,0.83729,0.000132098,0.000132098,0.000132098
91,1787.34,0.39278,0.30974,0.81569,0.94767,0.96008,0.96622,0.86234,0.45257,0.33804,0.83744,0.000121099,0.000121099,0.000121099
92,1806.64,0.39167,0.30959,0.81114,0.94799,0.94495,0.9662,0.86162,0.46454,0.3397,0.83927,0.0001101,0.0001101,0.0001101
93,1825.14,0.38264,0.30038,0.80748,0.95096,0.94887,0.96524,0.8604,0.45237,0.33356,0.83878,9.91012e-05,9.91012e-05,9.91012e-05
94,1843.58,0.37221,0.29464,0.80832,0.96587,0.94571,0.96532,0.85722,0.4487,0.3322,0.83815,8.81023e-05,8.81023e-05,8.81023e-05
95,1863.66,0.37028,0.30072,0.79889,0.95525,0.9617,0.96745,0.86396,0.4543,0.32491,0.83871,7.71034e-05,7.71034e-05,7.71034e-05
96,1881.6,0.36274,0.29061,0.79133,0.95499,0.96152,0.96795,0.86013,0.44815,0.32126,0.83913,6.61045e-05,6.61045e-05,6.61045e-05
97,1903.01,0.36709,0.2883,0.80155,0.9542,0.9594,0.96764,0.86913,0.43585,0.32404,0.83784,5.51056e-05,5.51056e-05,5.51056e-05
98,1922.23,0.36407,0.29053,0.79275,0.95886,0.954,0.96666,0.86601,0.44061,0.32606,0.8375,4.41067e-05,4.41067e-05,4.41067e-05
99,1941.61,0.36536,0.27981,0.79931,0.96017,0.95531,0.96698,0.86788,0.4376,0.3202,0.8369,3.31078e-05,3.31078e-05,3.31078e-05
100,1961.82,0.3527,0.27874,0.79704,0.95662,0.95799,0.96679,0.86191,0.44049,0.32231,0.83746,2.21089e-05,2.21089e-05,2.21089e-05
